Districtwise IPC Crimes - 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. No,,DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other IPC Crimes,Total Cognizable IPC crimes,
,,,Murder (Sec.302 IPC),,,Abetment of Suicide (Sec.305/306 IPC),Attempt to Commit Murder (Sec.307 IPC),Attempt to Commit Suicide (Sec.309 IPC),,,,,,,Human Trafficking (U/S 370),Rape (Sec.376 IPC),,Extortion & Blackmailing (Sec.384 to 389 IPC),Robbery  (Sec.392/394/397 IPC),Offences against Property (Total),,,Offences relating to Adulteration or Sale of Food/Drugs (Sec.272/273/274/275/276 IPC),Offences relating to Religion (Sec.295 to 297),Cheating by Impersonation (Sec.419 IPC),Offences related to Mischief (Sec.428 to 433),Cruelty by Husband or his Relatives (Sec.498-A IPC),Circulate False/Fake News/Rumours (Sec.505 IPC/Sec.505 r/w IT Act),Criminal Intimidation (Sec.506 r/w Other IPC Crimes),Insult to the Modesty of Women (Sec.509 IPC),,,
,             STATE / UT,,,Causing Death by Negligence (Sec.304-A IPC) (Col.6+Col 9 to 12),,,,,,"Assault on Women 
(Sec.354 IPC)",,Assault or use of Criminal Force on women with intent to Disrobe (Sec.354B IPC),cyber crime(Sec.354D IPC),"Kidnapping and Abduction (Total) (Col.46+ Col.49 to Col.55)
",,,"Theft (Total) (Col.92+Col.93)
",,,, Cheating (Sec.420 IPC), Forgery,,,,,,,,,,,
,,,,,Hit and Run,,,,Acid Attack (Sec.326A IPC),,Sexual Harassment (Sec.354A IPC+AJ4+AK5,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Maharashtra,Sindhudurg,4,69,63,3,12,0,0,6,39,5,16,25,0,8,161,3,3,246,19,7,0,0,0,0,4,2,0,5,7,1162,
40,Maharashtra,Solapur Commr.,12,78,22,5,17,2,0,34,16,5,16,95,0,22,598,10,31,771,120,2,0,3,0,0,133,0,2,3,31,2375,
41,Maharashtra,Solapur Rural,57,579,25,70,144,15,0,167,98,64,58,300,1,74,2173,18,68,2716,131,10,0,10,0,15,180,3,0,11,30,9873,
42,Maharashtra,Thane Commr.,93,246,0,43,140,6,1,151,105,16,141,1003,24,171,3033,68,579,4548,683,23,13,11,0,0,480,3,45,60,359,12537,
43,Maharashtra,Thane Rural,27,189,141,14,17,1,0,51,24,2,6,121,0,44,433,6,31,634,65,0,0,2,0,34,51,0,0,16,37,2502,
44,Maharashtra,Wardha,44,224,182,18,33,1,1,47,58,3,41,123,0,27,561,4,32,735,16,14,0,2,1,14,63,0,0,4,566,7243,
45,Maharashtra,Washim,17,175,0,9,35,4,0,81,31,3,18,72,0,21,504,5,32,625,47,0,0,4,0,7,234,0,0,5,0,3673,
46,Maharashtra,Yavatmal,78,404,93,40,79,7,0,104,88,21,46,223,0,66,1284,11,60,1663,114,0,0,17,2,55,395,0,0,9,76,11327,
47,Maharashtra,Pimpri Chinchwad City,80,406,108,40,116,4,0,118,116,10,92,532,50,120,2787,82,453,3944,414,69,0,6,1,12,317,0,9,16,120,9538,
48,Maharashtra,Aurangabad Railway,4,1,0,2,1,0,0,10,0,0,0,3,0,1,3455,0,42,3505,2,0,0,0,0,0,0,0,0,2,6,3575,
49,Maharashtra,Mira Bhayandar Vasai Virar Commr.,38,219,146,20,35,2,1,204,79,6,119,619,45,160,2057,35,242,3010,818,67,1,5,0,16,303,0,0,82,472,8716,
1,Manipur,Bishnupur,3,27,27,0,6,0,0,0,0,0,0,6,0,5,49,1,0,52,5,0,0,0,0,1,0,2,0,1,11,195,
2,Manipur,Chandel,2,2,2,0,2,0,0,0,0,0,0,2,0,0,13,0,0,14,0,1,0,0,0,0,0,0,0,0,6,35,
3,Manipur,Churachandpur,9,2,1,0,12,0,0,1,0,0,0,3,0,0,62,9,2,76,3,3,0,0,3,0,1,0,13,0,11,174,
4,Manipur,CID,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,1,8,3,34,
5,Manipur,Imphal East,8,9,9,1,59,0,0,7,3,0,1,12,0,9,309,3,2,314,18,4,0,0,0,0,0,1,20,1,21,603,
6,Manipur,Imphal West,5,15,15,0,40,0,0,20,1,1,1,33,0,18,649,5,0,695,25,16,0,1,1,2,7,1,23,1,15,1160,
7,Manipur,Senapati,1,6,0,0,1,0,0,0,0,0,0,3,0,0,2,4,0,7,0,0,0,0,0,0,0,0,0,0,8,30,
8,Manipur,Tamenglong,0,3,0,0,3,0,0,1,0,0,0,3,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,2,18,
9,Manipur,Thoubal,8,18,0,2,19,1,0,14,0,1,0,16,0,4,105,4,0,132,4,7,0,0,0,0,1,0,10,0,16,424,
10,Manipur,Ukhrul,2,1,0,0,2,0,0,0,0,0,0,1,0,1,4,1,0,6,0,0,0,0,1,0,1,0,1,0,6,25,
11,Manipur,Kakching,3,14,0,2,3,0,0,6,0,0,0,8,0,4,49,1,1,67,3,0,0,0,0,0,0,0,1,0,5,184,
12,Manipur,Kamjong,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,
13,Manipur,Kangpokpi,3,7,1,1,3,0,0,0,0,0,0,4,0,0,10,4,1,16,1,1,0,0,0,0,0,0,2,0,4,59,
14,Manipur,Jiribam,1,0,0,0,1,0,0,0,0,0,0,1,0,1,6,2,1,9,0,0,0,0,0,0,0,0,0,0,2,24,
15,Manipur,Noney,1,2,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,2,0,1,0,0,0,0,0,1,0,0,2,20,
16,Manipur,Pherzawl,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,6,
17,Manipur,Tengnoupal,1,1,0,0,1,0,0,1,1,0,0,2,0,0,6,0,0,6,0,1,0,0,0,0,0,0,2,0,2,33,
18,Manipur,Narcotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,Meghalaya,Garo Hills East,0,1,0,0,3,0,0,2,0,1,0,7,0,4,29,1,2,45,12,4,0,0,0,0,2,0,3,0,2,104,
2,Meghalaya,Garo Hills North,0,8,0,0,2,0,0,0,0,0,0,8,0,3,26,0,1,30,0,2,0,0,0,0,0,0,0,0,6,66,
3,Meghalaya,Garo Hills South,7,1,0,0,1,0,0,1,0,0,0,5,0,2,7,1,1,12,2,0,0,0,1,0,1,1,2,1,2,47,
4,Meghalaya,Garo Hills South West,3,12,1,0,1,0,0,0,0,0,0,4,0,0,38,0,1,40,10,0,0,0,0,0,1,0,0,0,2,80,
5,Meghalaya,Garo Hills West,7,18,2,3,8,1,0,11,5,0,2,39,2,12,132,7,6,178,21,5,0,0,2,0,13,0,20,6,16,498,
6,Meghalaya,Jaintia Hills West,13,7,2,0,2,0,0,1,0,1,0,5,0,8,51,0,3,62,8,5,0,0,1,0,0,0,14,0,8,180,
7,Meghalaya,Jaintia Hills East,9,10,0,0,4,0,0,2,0,0,0,12,0,2,45,1,7,64,10,0,0,0,0,0,3,0,0,0,8,137,
8,Meghalaya,Khasi Hills East,14,17,0,2,14,0,0,18,8,1,3,39,0,21,410,15,19,585,177,9,0,0,5,2,5,6,67,13,35,1217,
9,Meghalaya,Khasi Hills South West,2,2,1,0,5,0,0,0,0,0,0,2,0,2,13,2,0,26,1,0,0,0,1,1,0,0,3,0,1,58,
10,Meghalaya,Khasi Hills West,5,4,0,0,2,0,0,2,0,0,0,5,0,10,24,1,4,37,2,0,0,0,0,0,0,0,0,1,28,109,
11,Meghalaya,Ri-Bhoi,10,5,5,1,4,0,0,2,0,0,1,13,0,8,137,5,5,180,20,4,0,0,0,0,3,0,15,1,7,374,
12,Meghalaya,Cyber Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,Meghalaya,Khasi Hills Eastern West,2,4,0,0,0,0,0,1,0,0,0,0,0,3,13,0,1,16,7,0,0,0,0,0,0,0,0,0,4,44,
1,Mizoram,Aizawl,14,43,0,0,11,0,0,3,6,1,3,1,0,10,1028,1,17,2021,135,9,0,0,3,19,3,0,14,0,58,2532,
2,Mizoram,Champhai,2,0,0,0,1,0,0,1,0,0,0,0,0,0,23,0,0,58,6,1,0,0,0,0,0,0,0,0,6,100,
3,Mizoram,Kolasib,5,14,0,0,2,0,0,1,0,0,0,1,1,1,128,1,1,169,4,1,0,0,0,2,1,0,0,0,0,220,
4,Mizoram,Lawngtlai,3,2,0,0,1,0,0,1,2,0,0,4,0,0,30,2,0,52,1,1,0,0,0,3,0,0,2,0,3,87,
5,Mizoram,Lunglei,2,6,0,0,1,0,0,0,0,2,0,2,0,0,70,0,0,149,3,0,0,0,0,0,0,0,0,0,5,188,
6,Mizoram,Mamit,1,6,0,0,1,0,0,1,0,0,0,0,0,0,59,0,0,105,2,1,0,0,0,2,0,0,9,0,0,142,
7,Mizoram,Saiha,0,4,0,0,0,0,0,2,0,0,0,0,0,0,34,1,0,61,0,0,0,0,0,2,0,0,0,0,3,86,
8,Mizoram,Serchhip,1,7,7,0,0,0,0,2,0,0,0,1,0,0,56,0,0,96,1,0,0,0,0,0,0,0,3,0,2,121,
9,Mizoram,Spl Narcotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,Mizoram,Saitual,1,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,2,28,
11,Mizoram,Khawzawl,2,1,0,0,0,0,0,2,0,0,0,0,0,1,17,0,1,35,0,0,0,0,0,0,0,0,0,0,1,47,
12,Mizoram,Hnahthial,0,0,0,0,1,0,0,0,1,0,0,0,0,2,9,0,0,24,1,0,0,0,0,0,0,0,0,0,0,36,
13,Mizoram,Cyber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,Nagaland,Dimapur,12,29,16,0,12,0,0,2,0,0,0,20,0,1,317,65,12,441,9,8,0,0,2,0,1,0,7,0,10,577,
2,Nagaland,Kiphire,0,2,0,0,2,0,0,0,0,0,0,0,0,1,6,0,0,6,0,1,0,0,0,0,0,0,0,0,0,15,
3,Nagaland,Kohima,3,1,0,0,2,0,0,3,0,0,0,2,0,2,38,10,2,69,11,7,0,0,0,1,1,0,1,0,0,110,
4,Nagaland,Longleng,1,1,1,0,0,0,0,0,0,0,0,0,0,1,16,2,0,18,0,0,0,0,0,0,1,0,1,0,0,25,
5,Nagaland,Mokokchung,2,5,0,0,1,0,0,0,0,0,0,1,0,1,7,0,1,14,1,0,0,0,0,0,0,0,0,0,0,32,
6,Nagaland,Mon,0,5,0,0,2,0,0,2,0,0,0,4,0,0,34,10,0,81,5,0,0,0,0,0,0,0,0,0,1,109,
7,Nagaland,Peren,2,0,0,0,0,0,0,1,0,0,0,0,0,1,7,1,0,8,0,0,0,0,0,0,0,0,0,0,6,18,
8,Nagaland,Phek,1,6,0,0,3,0,0,0,0,0,0,0,0,0,9,1,0,10,3,0,0,0,0,0,0,0,0,0,3,28,
9,Nagaland,Tuensang,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,3,0,34,1,0,0,0,0,0,0,0,0,0,3,40,
10,Nagaland,Wokha,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,1,2,15,0,0,0,0,0,0,0,0,0,0,6,24,
11,Nagaland,Zunheboto,0,1,0,0,1,0,0,1,0,0,0,0,0,0,12,7,1,26,0,0,0,0,0,0,0,0,0,0,0,30,
1,Odisha,Angul,38,141,0,0,702,0,0,149,59,97,20,173,2,26,670,104,127,1193,210,0,0,0,0,0,575,0,3594,94,0,9483,
2,Odisha,Balasore,60,207,0,3,197,0,0,30,35,51,8,411,1,42,562,42,144,998,128,0,0,0,0,0,107,0,1324,23,0,4754,
3,Odisha,Baragarh,43,146,0,0,134,2,0,235,8,50,3,151,1,33,338,10,108,658,172,0,0,0,0,0,112,0,1242,40,0,3605,
4,Odisha,Berhampur,25,135,0,4,274,0,0,0,1,1,1,154,0,60,361,58,55,830,164,0,0,0,0,0,274,0,1708,4,0,3835,
5,Odisha,Bhadrak,56,165,0,0,67,0,2,28,37,62,6,353,0,37,516,5,61,789,165,0,0,0,0,0,76,0,81,9,0,5570,
6,Odisha,Bolangir,38,154,0,0,234,0,0,64,21,50,11,149,57,20,511,0,143,862,229,0,0,0,0,0,99,0,1991,0,0,4820,
7,Odisha,Boudh,13,71,0,1,49,0,0,18,3,10,0,44,1,9,81,10,28,158,25,0,0,0,0,0,35,0,439,3,0,1048,
8,Odisha,Cuttack,67,176,0,0,163,0,1,81,63,130,8,195,0,33,282,19,65,602,139,0,0,0,0,0,65,0,274,7,0,4614,
9,Odisha,DCP BBSR,47,196,0,6,318,0,0,20,5,2,4,336,1,49,1754,102,602,2993,880,0,0,0,0,0,25,0,213,0,0,9248,
10,Odisha,DCP CTC,25,119,0,0,89,0,1,156,59,39,21,181,0,29,695,56,120,1078,384,0,0,0,0,0,145,0,201,9,0,5329,
11,Odisha,Deogarh,18,63,58,1,41,0,0,94,3,30,7,37,1,21,103,10,24,187,86,0,0,0,0,0,207,0,618,13,45,1695,
12,Odisha,Dhenkanal,44,202,0,11,287,0,0,185,26,82,13,145,1,37,286,24,84,576,120,0,0,0,0,0,119,0,2087,52,0,4360,
13,Odisha,Gajapati,13,45,0,0,33,0,0,0,10,26,9,61,2,27,78,6,12,153,48,0,0,0,0,0,22,0,292,19,0,859,
14,Odisha,Ganjam,57,261,0,3,645,0,1,54,14,26,10,225,1,96,399,44,47,714,176,0,0,0,0,0,942,0,7062,80,0,10840,
15,Odisha,Jagatsinghpur,31,107,0,0,228,0,0,311,36,70,23,185,0,30,317,30,94,690,183,0,0,0,0,0,130,0,1695,25,0,4530,
16,Odisha,Jajpur,61,217,0,1,192,0,1,33,34,41,5,300,3,64,523,3,74,836,191,0,0,0,0,0,200,0,2744,14,0,6574,
17,Odisha,Jharsuguda,19,107,0,0,89,0,0,5,5,7,6,81,1,26,285,11,52,511,55,0,0,0,0,0,92,0,129,4,0,2531,
18,Odisha,Kalahandi,36,131,0,0,190,0,0,17,43,57,25,211,8,101,278,29,58,534,141,0,0,0,0,0,197,0,1559,38,0,3990,
19,Odisha,Kandhamal,26,95,0,0,58,1,0,130,25,71,9,131,2,40,130,9,21,265,45,0,0,0,0,0,85,0,359,18,0,1601,
20,Odisha,Kendrapara,55,105,0,0,185,0,0,398,112,268,14,258,0,44,261,43,54,611,167,0,0,0,0,0,184,0,1856,38,0,5465,
21,Odisha,Keonjhar,80,353,0,3,166,0,1,457,9,65,9,217,0,59,428,11,75,759,120,0,0,0,0,0,87,0,1236,27,154,4763,
22,Odisha,Khurda,27,128,0,0,203,0,0,467,27,135,10,127,0,16,611,33,69,863,89,0,0,0,0,0,102,0,926,11,0,3866,
23,Odisha,Koraput,46,213,0,0,50,0,0,174,41,20,20,150,1,121,251,13,74,519,107,0,0,0,0,0,72,0,667,1,0,2885,
24,Odisha,Malkangiri,36,92,0,0,39,0,0,128,24,19,17,121,0,42,152,5,9,256,141,0,0,0,0,0,133,0,562,10,0,1733,
25,Odisha,Mayurbhanj,99,300,0,19,167,0,0,469,49,88,11,420,3,120,721,20,84,1215,191,0,0,0,0,0,336,0,1369,42,0,6433,
26,Odisha,Nayagarh,43,98,0,0,15,0,0,28,11,45,8,100,1,42,172,4,35,351,50,0,0,0,0,0,58,0,47,0,0,2330,
27,Odisha,Nabarangpur,23,107,0,0,74,0,0,162,14,47,5,106,2,14,158,3,16,268,39,0,0,0,0,0,157,0,719,12,18,2064,
28,Odisha,Nuapada,11,77,0,1,56,0,0,36,2,2,2,93,11,3,145,5,10,237,47,0,0,0,0,0,34,0,754,4,0,1692,
29,Odisha,Puri,53,146,0,0,292,0,0,1,10,27,8,259,0,41,711,406,160,1569,194,0,0,0,0,0,123,0,271,48,0,6626,
30,Odisha,Rayagada,27,113,0,5,52,0,0,47,8,27,9,93,1,28,174,11,14,306,79,0,0,0,0,0,73,0,122,5,0,1702,
31,Odisha,Rourkela,44,170,0,0,97,0,0,140,20,11,12,133,1,68,433,21,136,842,182,0,0,0,0,0,87,0,918,14,0,3688,
32,Odisha,Sambalpur,48,211,0,12,287,0,0,60,17,20,4,121,9,24,738,39,195,1414,218,0,0,0,0,0,190,0,1478,14,0,5372,
33,Odisha,Sonepur,15,80,0,0,60,0,0,81,5,36,1,47,0,11,152,3,34,256,31,0,0,0,0,0,27,0,474,4,0,1256,
34,Odisha,SRP(Cuttack),9,1,0,0,2,0,0,3,4,0,0,2,0,1,802,3,29,844,0,1,0,0,0,0,0,0,2,2,0,934,
35,Odisha,SRP(Rourkela),6,1,0,1,1,0,0,0,2,0,1,4,2,1,409,0,12,432,0,0,0,0,0,0,0,0,11,0,15,483,
36,Odisha,Sundargarh,39,217,56,0,109,0,0,72,6,18,5,80,1,49,398,15,71,679,37,0,0,1,0,5,152,0,684,5,23,2787,
37,Odisha,CID CB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,34,0,0,0,0,0,0,0,0,0,6,49,
1,Punjab,Amritsar Rural,51,98,98,18,63,0,0,42,0,0,0,95,0,22,263,10,8,554,75,0,0,23,0,0,32,0,1,1,134,1642,
2,Punjab,Barnala,11,74,28,16,13,0,0,4,3,2,0,39,0,7,184,13,5,335,55,0,0,4,0,0,17,0,0,1,39,927,
3,Punjab,Batala,23,68,68,23,55,0,0,2,13,1,0,70,0,16,253,3,1,557,87,1,0,5,0,0,42,0,0,0,141,1457,
4,Punjab,Bathinda,36,133,34,34,63,3,0,9,16,2,4,80,0,33,430,22,3,788,140,3,0,7,0,0,86,0,0,2,167,2274,
5,Punjab,CP Amritsar,33,67,24,23,45,0,0,9,14,3,4,84,0,16,1063,23,5,1650,95,1,0,12,0,0,58,0,7,2,267,2815,
6,Punjab,CP Jalandhar,13,62,60,17,36,0,0,16,10,5,8,84,3,22,588,16,9,992,173,1,0,15,1,1,124,0,3,0,75,2073,
7,Punjab,CP Ludhiana,58,219,95,42,64,1,1,21,29,7,8,149,0,51,1182,29,11,2026,291,9,0,17,0,0,224,0,5,8,469,4706,
8,Punjab,Faridkot,16,45,10,18,25,0,0,4,5,6,6,25,0,8,161,9,3,328,44,0,0,9,0,0,9,0,0,0,80,872,
9,Punjab,Fatehgarh Sahib,15,156,34,12,14,0,1,14,13,0,1,67,0,13,125,9,5,243,40,0,0,2,0,0,44,0,0,6,111,1123,
10,Punjab,Fazilka,21,78,75,30,21,0,0,7,4,0,2,53,1,39,139,13,6,335,95,1,0,5,0,0,45,0,0,1,49,1147,
11,Punjab,Ferozepur,23,70,0,14,71,0,0,20,1,0,0,59,0,16,163,11,1,381,62,0,0,8,0,0,25,0,9,0,72,1225,
12,Punjab,GRP,8,5,5,10,1,0,0,0,3,0,0,4,0,0,299,0,5,350,0,0,0,3,0,0,0,3,0,0,12,438,
13,Punjab,Gurdaspur,11,49,0,12,22,0,0,0,5,1,2,27,0,8,79,3,2,212,118,2,0,5,0,0,67,0,0,0,47,838,
14,Punjab,Hoshiarpur,29,192,58,28,34,3,0,15,3,3,6,87,0,14,332,13,3,665,175,1,0,10,1,0,109,0,0,4,111,1877,
15,Punjab,Jalandhar Rural,32,118,117,16,30,0,0,24,6,3,8,48,2,19,304,9,2,605,119,1,0,16,0,0,61,0,4,1,101,1650,
16,Punjab,Kapurthala,16,90,41,14,34,2,1,8,5,9,2,44,1,17,111,10,4,349,42,0,0,2,0,0,37,0,1,1,235,1252,
17,Punjab,Khanna,24,173,133,13,12,0,0,18,0,0,0,22,0,4,194,4,2,320,73,0,0,4,0,0,34,0,0,0,1,962,
18,Punjab,Ludhiana Rural,16,57,7,14,9,0,0,8,4,2,0,41,0,17,158,2,1,283,67,0,0,10,0,0,30,0,0,0,46,932,
19,Punjab,Mansa,28,72,11,20,18,0,0,6,3,3,1,34,0,16,153,11,4,328,39,0,0,1,0,0,26,1,0,0,111,1024,
20,Punjab,Moga,28,70,53,18,26,1,0,6,8,6,1,36,0,17,148,12,3,376,121,0,0,3,0,0,23,0,3,3,58,1124,
21,Punjab,Muktsar,32,53,53,17,24,1,0,11,7,6,1,53,0,19,147,14,4,354,0,3,1,1,0,5,16,0,1,1,118,1079,
22,Punjab,Pathankot,7,53,5,13,14,0,0,5,4,1,1,20,0,8,81,4,0,173,0,0,0,5,1,2,38,0,0,0,46,573,
23,Punjab,Patiala,42,351,101,48,57,3,0,0,13,4,10,106,1,32,496,14,3,848,250,0,0,7,0,0,144,0,0,3,292,3215,
24,Punjab,Ropar,10,174,24,10,13,0,0,19,0,0,0,30,0,15,107,12,3,240,55,2,0,3,0,0,20,0,0,0,76,940,
25,Punjab,Sangrur,19,150,145,30,32,3,0,5,9,5,4,50,0,18,293,13,3,513,102,0,3,6,0,0,41,0,0,1,147,1795,
26,Punjab,SAS Nagar,22,279,0,22,23,0,0,6,0,4,6,152,4,52,643,22,9,926,267,0,0,1,0,0,130,0,0,0,478,2952,
27,Punjab,SBS Nagar,9,67,19,14,15,1,0,0,10,0,0,29,0,4,95,2,3,179,0,0,0,6,0,0,45,0,2,0,27,674,
28,Punjab,Tarn Taran,32,66,35,16,66,4,1,8,2,3,1,44,0,8,204,18,5,491,80,0,0,10,0,4,27,0,5,1,105,1400,
29,Punjab,Bureau of Investigation,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,1,16,3,0,1,0,0,0,0,0,0,1,42,
30,Punjab,Intelligence Wing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,3,7,
31,Punjab,NRI Wing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,53,0,0,0,0,0,47,0,0,0,10,120,
32,Punjab,Special Task Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,Punjab,Malerkotla,5,31,31,3,5,0,0,6,0,1,2,22,0,5,96,3,1,177,41,0,0,1,0,0,39,0,0,0,57,583,
1,Rajasthan,Ajmer,60,521,58,23,79,1,1,570,42,36,34,416,0,206,1626,171,125,2356,1367,457,0,8,2,7,1028,2,34,21,58,11153,
2,Rajasthan,Alwar,73,319,0,0,89,0,1,264,0,12,0,359,0,253,2172,12,36,2478,836,190,0,0,0,0,770,0,0,0,0,11074,
3,Rajasthan,Banswara,47,223,222,8,30,0,0,91,7,15,4,297,0,148,322,21,56,529,101,1,0,0,0,0,195,0,0,1,133,2988,
4,Rajasthan,Baran,43,142,0,8,70,0,0,118,8,2,7,166,0,73,446,13,16,609,0,96,0,4,0,0,366,0,0,0,79,3743,
5,Rajasthan,Barmer,44,375,15,40,71,1,1,192,13,26,17,133,0,172,664,74,25,1069,285,125,0,0,0,5,385,0,0,4,0,5306,
6,Rajasthan,Bharatpur,88,373,0,6,107,0,0,68,27,12,10,377,0,288,1814,40,106,2136,878,0,0,0,0,0,994,0,0,0,5518,12300,
7,Rajasthan,Bhilwara,39,416,0,12,105,0,1,502,51,3,19,479,0,301,1040,73,74,1561,926,13,0,21,0,3,877,0,0,4,0,8300,
8,Rajasthan,Bikaner,59,345,0,4,98,0,0,112,82,51,8,151,0,123,619,10,12,872,370,277,0,0,0,0,554,0,0,0,1517,5151,
9,Rajasthan,Bundi,23,170,0,1,33,0,0,190,12,0,14,168,0,86,346,18,7,466,0,38,0,0,0,0,311,0,0,0,464,3691,
10,Rajasthan,Chittorgarh,40,300,298,7,69,0,1,137,16,16,13,272,0,105,809,18,49,1077,450,22,0,0,0,0,532,0,0,0,684,5048,
11,Rajasthan,Churu,35,301,0,4,43,0,0,53,22,0,4,145,0,111,358,1,13,538,0,447,0,0,0,0,484,0,0,0,1385,4262,
12,Rajasthan,Dausa,46,267,263,1,23,0,0,85,0,0,0,197,0,146,960,0,23,1092,629,0,0,0,0,0,339,0,0,0,1707,6082,
13,Rajasthan,Dholpur,48,223,0,2,79,0,0,78,0,0,0,159,0,110,690,38,21,779,263,0,0,0,0,0,375,0,0,0,1210,4811,
14,Rajasthan,Dungarpur,44,227,0,13,19,0,0,102,0,0,0,265,0,59,130,16,34,258,140,0,0,0,0,0,154,0,0,0,104,2389,
15,Rajasthan,GRP Ajmer,2,0,0,6,2,0,0,11,7,0,2,4,4,2,1083,1,3,1087,0,0,0,0,0,0,0,0,0,0,9,1180,
16,Rajasthan,GRP Jodhpur,3,2,0,3,0,0,0,4,0,0,3,4,0,0,288,0,1,290,0,0,0,0,0,0,0,0,0,0,2,334,
17,Rajasthan,Ganganagar,67,166,40,12,94,0,0,108,99,11,38,210,0,173,665,16,47,1025,541,400,0,4,1,0,877,0,1,0,766,6685,
18,Rajasthan,Hanumangarh,58,162,45,9,45,0,0,135,23,16,28,151,0,130,424,17,14,688,0,291,0,0,0,0,755,0,0,5,907,5291,
19,Rajasthan,Jaipur East,46,246,0,16,33,0,0,171,13,5,14,220,0,134,3266,81,55,3722,695,7,0,0,0,1,300,1,9,4,54,8458,
20,Rajasthan,Jaipur North,12,47,0,0,24,0,0,14,60,0,15,145,1,93,1090,0,32,1247,0,0,0,0,0,0,320,0,0,1,765,4086,
21,Rajasthan,Jaipur Rural,56,520,293,11,55,0,0,143,16,1,20,189,0,122,1167,4,64,1552,767,267,0,0,0,0,537,0,0,1,2070,7930,
22,Rajasthan,Jaipur South,23,191,44,11,18,1,0,61,115,0,0,172,0,118,3018,20,35,3397,839,168,0,0,0,0,357,0,0,0,1002,7674,
23,Rajasthan,Jaipur West,51,257,249,3,34,0,0,113,19,2,8,250,0,152,2093,26,46,2415,1811,0,0,0,0,0,538,0,0,0,992,7938,
24,Rajasthan,Jaisalmer,17,87,0,5,34,0,1,104,6,4,14,28,0,29,253,5,7,356,79,62,0,0,0,0,63,0,0,2,111,1575,
25,Rajasthan,Jalore,44,169,0,15,55,0,0,183,14,12,8,129,0,76,359,1,24,634,0,267,0,0,0,0,223,0,0,0,0,3197,
26,Rajasthan,Jhalawar,32,162,30,13,85,0,1,173,31,4,29,237,0,123,672,71,24,869,139,0,0,2,0,0,539,0,7,4,40,4621,
27,Rajasthan,Jhunjhunu,37,234,161,7,47,0,0,46,6,8,9,173,0,88,614,5,9,826,640,133,0,0,0,0,540,0,0,1,725,5736,
28,Rajasthan,Jodhpur East,12,101,99,3,52,0,0,164,4,1,12,98,0,81,761,8,28,951,0,201,0,0,0,0,237,0,0,1,459,3500,
29,Rajasthan,Jodhpur West,20,170,26,4,47,0,0,194,8,4,8,129,0,64,1115,38,46,1465,408,125,0,0,0,0,247,0,0,18,358,4195,
30,Rajasthan,Jodhpur Rural,31,270,0,8,64,0,1,128,23,8,0,113,1,68,573,2,28,815,121,189,0,0,0,1,235,0,0,2,318,4116,
31,Rajasthan,Karauli,43,135,131,5,51,0,1,97,3,46,23,243,0,111,630,10,31,740,367,1,0,0,0,0,334,0,0,0,2985,5686,
32,Rajasthan,Kota City,27,108,0,13,173,1,3,152,31,1,32,235,1,158,1341,104,29,1558,862,31,0,3,0,3,435,0,23,6,78,5301,
33,Rajasthan,Kota Rural,24,119,0,2,52,0,1,127,12,4,17,116,0,70,378,16,7,493,188,11,0,0,0,0,215,0,0,0,740,2773,
34,Rajasthan,Nagaur,58,408,53,19,76,0,0,260,25,4,17,269,1,158,1072,27,28,1405,626,204,0,0,0,0,595,0,0,1,1048,7121,
35,Rajasthan,Pali,55,371,327,10,86,0,0,313,12,17,5,218,0,145,682,7,92,1077,761,25,0,0,0,0,720,0,0,0,2163,6328,
